TeamName,ObservationDate,RivalTeam,Attack,Midfield,Defence,TransferBudget,Defensive Style,DefensiveWidth,Depth,Offensive Style,Width,Players In Box,Corners,Free Kicks,Captain,Short Free Kick,Long Free Kick,Penalties,Left Corner,Right Corner,TeamRoster,LoanedPlayers
Udinese,"April 11, 2022",Sampdoria,75,73,74,8000000,Balanced,60,50,Long Ball,70,3,3,3,Pereyra,Pereyra,Pereyra,Deulofeu,Pereyra,Arslan,"['Marco Silvestri', 'Rodrigo Becão', 'Bram Nuytinck', 'Nehuén PérezL', 'Tolgay Arslan', 'Walace', 'Nahuel Molina', 'Roberto Pereyra', 'Destiny Iyenoma UdogieL', 'Deulofeu', 'BetoL', 'Ignacio PussettoL', 'Isaac Success', 'Jean-Victor Makengo', 'Jens Stryger Larsen', 'Daniele Padelli', 'Pablo MaríL', 'Filip Benković', 'Ilja Nestorovski', 'Lazar Samardžić', 'Marvin Valle Balonga', 'Mato Jajalo', 'Brandon Soppy', 'Petar Mićin']","['Kevin Lasagna', 'Cristo González', 'Felipe Vizeu', 'Mamadou Coulibaly']"
Clermont Foot,"April 25, 2022",AS Saint-Étienne,72,71,72,4500000,Pressure On Heavy Touch,60,60,Possession,60,4,3,3,Ogier,Berthomier,Berthomier,Bayo,Berthomier,Berthomier,"['Ouparine Djoco', 'Akim J. Fleming', 'Cédric Hountondji', 'Florent Ogier', 'Vital Nsimba', 'Salis Abdul Samed', 'Johan Gastien', 'Lucas Da CunhaL', 'Elbasan Rashani', 'Jason Berthomier', 'Mohamed Bayo', 'Jim Allevinah', 'Rubert Magnin', 'Jean-Claude Billong', 'Alidu Seidu', 'Arthur Desmas', 'Pierre-Yves HamelL', 'Jodel Dossou', 'Arial Mendy', 'Grejohn Kyei', 'Josué Albert', 'Naël Jaby', 'Jérôme Phojo', 'Lucas Margueron']","['Till Cissokho', 'Julien Boyer']"
Napoli,"April 21, 2022",Juventus,82,79,76,56000000,Balanced,60,60,Balanced,70,8,3,3,Insigne,Insigne,Insigne,Insigne,Fabián,Politano,"['David Ospina', 'Amir Rrahmani', 'Kalidou Koulibaly', 'Mário Rui', 'André-Franck GiordanaL', 'Fabián', 'Piotr Park Dong Jin', 'Matteo Politano', 'Victor Osimhen', 'Lorenzo Insigne', 'Dries Mertens', 'Hirving Lozano', 'Stanislav Lobotka', 'Eljif Elmas', 'Alex Meret', 'Diego Demme', 'Faouzi Ghoulam', 'Andrea Petagna', 'Kévin Malcuit', 'Axel TuanzebeL', 'Adam Ounas', 'Giovanni Di Lorenzo']","['Arkadiusz Milik', 'Sebastiano Luperto']"
Juventus,"April 11, 2022",Inter,83,80,83,105000000,Balanced,50,40,Balanced,60,3,3,3,Chiellini,Dybala,Dybala,Dybala,Dybala,Dybala,"['Wojciech Szczęsny', 'Juan Cuadrado', 'Matthijs Hirakawa', 'Giorgio Chiellini', 'Alex Sandro', 'Weston McKennie', 'Manuel Locatelli', 'Adrien Rabiot', 'Paulo Dybala', 'MorataL', 'Dušan Vlahović', 'Moise KeanL', 'Leonardo Bonucci', 'Mattia De Sciglio', 'Luca Pellegrini', 'Mattia Perin', 'Denis Froese', 'Arthur', 'Danilo', 'Daniele Rugani', 'Carlo Pinsoglio', 'Federico ChiesaL', 'Federico Bernardeschi']",[]
Cádiz CF,"April 21, 2022",Málaga CF,77,75,73,2000000,Drop Back,40,40,Fast Build Up,80,5,3,3,Salvi Sánchez,A. Oviedo,A. Oviedo,A. Oviedo,A. Oviedo,A. Oviedo,"['Jeremías Conan Ledesma', 'Akapo', 'Víctor Chust GarcíaL', 'Alfonso Espino', 'Salvi Sánchez', 'A. Oviedo', 'Rubén AlcarazL', 'Oussama IdrissiL', 'Lucas Pérez', 'Negredo', 'Jens Jønsson', 'Federico San Emeterio DíazL', 'Fali', 'Iza Carcelén', 'David Gil', 'Anthony Lozano', 'Rubén Sobrino', 'Alberto Perea', 'Iván Alejo', 'Juan Cala', 'Florin AndoneL', 'Varazdat Haroyan', 'Tomás Alarcón', 'José Mari', 'Santiago Arzamendia', 'Chapela', 'Bastida', 'Carrasco', 'Juan Flere']","['Garrido', 'Ribera', 'Jorge Pombo', 'Mayoral', 'Del Pino Mago', 'Nano Mesa', 'Martín Calderón']"
Roma,"April 25, 2022",Latium,79,78,78,46000000,Balanced,40,40,Balanced,60,4,3,3,Pellegrini,Pellegrini,Pellegrini,Abraham,Pellegrini,Pellegrini,"['Rui Patrício', 'Gianluca Mancini', 'Chris Smalling', 'Ibañez', 'Bryan Cristante', 'Rick Karsdorp', 'Lorenzo Pellegrini', 'Henrikh Mkhitaryan', 'Nicola D. Gomez', 'Nicolò B. Gaspar', 'Tammy Abraham', 'Stephan El Shaarawy', 'Carles Pérez', 'Eldor Shomurodov', 'Jordan Veretout', 'Daniel Fuzato', 'Ebrima Darboe', 'Matías Viña', 'Marash KumbullaL', 'Sérgio OliveiraL', 'Edoardo Bove', 'Amadou Diawara', 'Leonardo Spinazzola', 'Ainsley Maitland-NilesL', 'Filippo Tripi', 'Pietro Boer', 'Alessio Riccardi', 'Davide Santon']",[]
Girondins de Bordeaux,"April 21, 2022",Olympique de Marseille,73,74,72,9000000,Balanced,50,50,Balanced,50,3,3,3,Guilavogui,Adli,Adli,Hwang Ui Jo,Adli,Adli,"['Gaëtan Poussin', 'Enock Kwateng', 'Stian Rode Gregersen', 'Marcelo', 'Anel AhmedhodžićL', 'Ricardo MangasL', 'Alberth ElisL', 'Jean Onana', 'Josuha GuilavoguiL', 'J. Montero AdliL', 'Hwang Ui Jo', 'Rémi Oudin', 'Tom Lacoux', 'Gideon MensahL', 'Benoît Costil', ""M'Baye Niang"", 'Javairô DilrosunL', 'Jimmy Briand', 'Mexer', 'Issouf Sissokho', 'Mehdi Guanini', 'Sékou Mara', 'Amadou Traoré', 'Davy Rouyard', 'Dilane Bakwa', 'Abdel Medioub', 'Paul Baysse', 'Tidiane Malbec', 'Timothée PembéléL']","['Josh Maja', 'Raoul Bellanova']"
Udinese,"April 25, 2022",Sampdoria,75,73,74,8000000,Balanced,60,50,Long Ball,70,3,3,3,Pereyra,Pereyra,Pereyra,Deulofeu,Pereyra,Arslan,"['Marco Silvestri', 'Rodrigo Becão', 'Bram Nuytinck', 'Nehuén PérezL', 'Tolgay Arslan', 'Walace', 'Nahuel Molina', 'Roberto Pereyra', 'Destiny Iyenoma UdogieL', 'Deulofeu', 'BetoL', 'Ignacio PussettoL', 'Isaac Success', 'Jean-Victor Makengo', 'Jens Stryger Larsen', 'Daniele Padelli', 'Pablo MaríL', 'Filip Benković', 'Ilja Nestorovski', 'Lazar Samardžić', 'Marvin Sura', 'Mato Jajalo', 'Brandon Soppy', 'Petar Mićin']","['Kevin Lasagna', 'Cristo González', 'Felipe Vizeu', 'Mamadou Coulibaly']"
Salernitana,"April 21, 2022",Benevento,71,71,68,4000000,Balanced,50,50,Long Ball,70,5,3,3,,Verdi,,Verdi,,,"['Luigi SepeL', 'Luca RanieriL', 'Radu Drăgușin', 'Federico Fazio', 'Pasquale MazzocchiL', 'Lassana Coulibaly', 'Ivan Radovanović', 'Grigoris Kastanos', 'Simone VerdiL', 'Lys MoussetL', 'Federico BonazzoliL', 'Milan J. Miguel', 'Diego Perotti', 'Andrea Schiavone', 'Vid Belec', 'Joel Obi', 'Paweł JaroszyńskiL', 'Wajdi Kechrida', 'Matteo RuggeriL', 'Nadir André AntónioL', 'Leonardo Capezzi', 'Vincenzo Fiorillo', 'Riccardo Gagliolo', 'Frédéric Veseli', 'Norbert Gyömbér', 'Mamadou CoulibalyL', 'Emil Bohinen', 'Francesco Di Tacchio']",[]
OGC Nice,"April 21, 2022",AS Monaco,79,75,76,14500000,Press After Possession Loss,60,60,Possession,70,7,3,3,Dante,Gouiri,Gouiri,Gouiri,Gouiri,Gouiri,"['Walter Benítez', 'Jordan Lotomba', 'Jean-Clair Todibo', 'Dante', 'Melvin Bard', 'Hicham Boudaoui', 'Pablo Rosario', 'Khéphren Thuram', 'Justin Kluivert', 'Andy Delort', 'Amine Gouiri', 'Mario Lemina', 'Martinsson Ngouali Atal', 'Jordan AmaviL', 'Flavius Daniliuc', 'Marcin BułkaL', 'Kasper Dolberg', 'Calvin Stengs', 'Morgan Schneiderlin', 'Billal Brahimi', 'Evann Guessand', 'Teddy Boulhendi', 'Justin Smith', 'Alexis Claude-Maurice', 'Ihsan Sacko']","['Lucas Da Cunha', 'Andy Pelmard', 'Alexis Trouillet', 'Brahima Ouattara', ""Jean N'Guessan""]"
Stade de Reims,"April 21, 2022",ESTAC Troyes,72,72,74,8500000,Drop Back,60,40,Balanced,70,3,3,3,Abdelhamid,Flips,Flips,Mbuku,Kebbal,Mbuku,"['Predrag Rajković', 'Maxime BusiL', 'Wout Faes', 'Abdelhamid Soliman Abdelhamid', 'Ghislain Konan', 'Azor Matusiwa', 'Marshall Munetsi', 'Ilan Kebbal', 'Alexis Flips', 'Nathanaël Mbuku', 'Hugo Ekitike', 'Jens-Lys Cajuste', 'Thomas Foket', 'Andreaw Gravillon', 'Bradley Locko', 'W. Nem Diouf', 'Mitchell Hyeong Hin', 'El Bilal Touré', 'Moreto Cassamá', 'Dion Lopy', 'Moussa Doumbia', 'Anastasios Donis', 'Valon Berisha', 'Fraser Hornby', 'Arbër Techera', 'Sambou Sissoko', 'Nicolas Penneteau']","['Rafik Guitane', 'Kaj Sierhuis', 'Dereck Kutesa', 'Thibault De Smet', 'Moustapha Mbow', 'Noa Cervantes']"
Norwich City,"April 21, 2022",Ipswich Town,75,73,73,20000000,Balanced,60,50,Balanced,50,3,3,3,Hanley,Rashica,Normann,Pukki,Rashica,Rashica,"['Tim Krul', 'Max Aarons', 'Grant Hanley', 'Ben Gibson', 'Brandon WilliamsL', 'Josh Sargent', 'Billy GilmourL', 'Mathias Normann', 'Pierre Lees-Melou', 'Milot Rashica', 'Teemu Pukki', 'Przemysław Płacheta', 'Jonathan Rowe', 'Sam Byram', 'Christoph Di Yorio', 'Angus Gunn', 'Kenny McLean', 'Jacob Sørensen', 'Dimitris Giannoulis', 'Lukas Rupp', 'Kieran Dowell', 'Christos Tzolis', 'Ozan KabakL', 'Andrew Omobamidele', 'Michael McGovern', 'Adam Idah', 'Liam Gibbs', 'Jon McCracken', 'Flynn Clarke', 'Archie Mair', 'Regan Riley', 'Daniel Adshead']","['Todd Cantwell', 'Onel Hernández', 'Sam McCallum', 'Jordan Hugill', 'Danel Sinani', 'Rocky Bushiri', 'Bali Mumba', 'Akin Famewo', 'Sebastian Soto', 'Josh Martin', 'Daniel Barden', 'Tom Dickson-Peters']"
OGC Nice,"April 11, 2022",AS Monaco,79,75,76,14500000,Press After Possession Loss,60,60,Possession,70,7,3,3,Dante,Gouiri,Gouiri,Gouiri,Gouiri,Gouiri,"['Walter Benítez', 'Jordan Lotomba', 'Jean-Clair Todibo', 'Dante', 'Melvin Bard', 'Hicham Boudaoui', 'Pablo Rosario', 'Khéphren Thuram', 'Justin Kluivert', 'Andy Delort', 'Amine Gouiri', 'Mario Lemina', 'A. Lima Atal', 'Jordan AmaviL', 'Flavius Daniliuc', 'Marcin BułkaL', 'Kasper Dolberg', 'Calvin Stengs', 'Morgan Schneiderlin', 'Billal Brahimi', 'Evann Guessand', 'Teddy Boulhendi', 'Justin Smith', 'Alexis Claude-Maurice', 'Ihsan Sacko']","['Lucas Da Cunha', 'Andy Pelmard', 'Alexis Trouillet', 'Brahima Ouattara', ""Jean N'Guessan""]"
Bayern München,"April 25, 2022",Borussia Dortmund,92,85,82,100000000,Pressure On Heavy Touch,40,80,Possession,80,8,3,3,Neuer,Sané,Sané,Lewandowski,Kimmich,Kimmich,"['Manuel Neuer', 'Benjamin Pavard', 'Dayot Upamecano', 'Niklas Süle', 'Alphonso Davies', 'Joshua Kimmich', 'Leon Goretzka', 'Leroy Sané', 'Kingsley Coman', 'Thomas Müller', 'Robert Lewandowski', 'Marcel Sabitzer', 'Jamal Musiala', 'Omar Richards', 'Tanguy Nianzou', 'Sven Ulreich', 'Eric Maxim Choupo-Moting', 'Serge Gnabry', 'Marc Roca', 'Bouna Sarr', 'Josip Stanišić', 'Christian Früchtl', 'Lucas Hernández', 'Corentin Tolisso', 'Malik Tillman', 'Taylor Booth', 'Jamie Lawrence', 'Timo Kern']","['Alexander Nübel', 'Chris Richards', 'Joshua L. Maciel', 'Adrian Fein', 'Lars Lukas Mai', 'Jann-Fiete Arp', 'Ron-Thorben Hoffmann']"
Montpellier HSC,"April 11, 2022",Nîmes Olympique,73,76,73,7500000,Pressure On Heavy Touch,50,50,Balanced,50,4,3,3,Savanier,Savanier,Savanier,Savanier,Savanier,Savanier,"['Jonas Omlin', 'Arnaud Souquet', 'Nicolas Cozza', 'Mamadou Sakho', 'Mihailo Ristić', 'Jordan Ferri', 'Joris Chotard', 'Florent Mollet', 'Stephy Mavididi', 'Téji Savanier', 'Elye Wahi', 'Léo Leroy', 'Junior Sambia', 'Ambroise Oyongo', 'Maxime Estève', 'Dimitry Bertaud', 'Nicholas GioacchiniL', 'Béni Makouana', 'Matheus Thuler', 'Gabriel Barès', 'J. Lacerda Guermouche', 'Sacha Delaye', 'Matis Carvalho', 'Pedro Mendes', 'Thibault Tamas']",['Clément Vidal']
Elche CF,"April 11, 2022",Levante UD,75,74,73,1700000,Drop Back,50,50,Long Ball,50,3,3,3,Edgar Badia,Fidel,Fidel,Fidel,Fidel,Fidel,"['Edgar Badia', 'Helibelton Palacios', 'Enzo Roco', 'Diego González Polanco', 'Johan Mojica', 'Tete Morente', 'Omar Mascarell', 'Gumbau', 'Fidel', 'Pere Milla', 'Lucas Boyé', 'Iván Marcone', 'Josan', 'Lucas OlazaL', 'Gonzalo Verdú', 'Francisco Casilla CortésL', 'Ezequiel Ponce', 'Javier Pastore', 'Pablo Piatti', 'Raúl Guti', 'Barragán', 'Pedro Bigas Rigo', 'Guido Carrillo', 'Kike PérezL', 'John Donald', 'Alejandro Pérez Ruiz', 'Diego Bri', 'Lluis Andreu']","['Axel Werner', 'Josema']"
Udinese,"April 25, 2022",Sampdoria,75,73,74,8000000,Balanced,60,50,Long Ball,70,3,3,3,Pereyra,Pereyra,Pereyra,Deulofeu,Pereyra,Arslan,"['Marco Silvestri', 'Rodrigo Becão', 'Bram Nuytinck', 'Nehuén PérezL', 'Tolgay Arslan', 'Walace', 'Nahuel Molina', 'Roberto Pereyra', 'Destiny Iyenoma UdogieL', 'Deulofeu', 'BetoL', 'Ignacio PussettoL', 'Isaac Success', 'Jean-Victor Makengo', 'Jens Stryger Larsen', 'Daniele Padelli', 'Pablo MaríL', 'Filip Benković', 'Ilja Nestorovski', 'Lazar Samardžić', 'Marvin Sura', 'Mato Jajalo', 'Brandon Soppy', 'Petar Mićin']","['Kevin Lasagna', 'Cristo González', 'Felipe Vizeu', 'Mamadou Coulibaly']"
Olympique Lyonnais,"April 21, 2022",AS Saint-Étienne,78,78,76,50000000,Pressure On Heavy Touch,50,50,Balanced,50,5,3,3,Lopes,Emerson,Emerson,Dembélé,Emerson,Faivre,"['Anthony Lopes', 'Malo Gusto', 'Jason Denayer', 'Castello Lukeba', 'EmersonL', 'Thiago Mendes', 'Tanguy NdombeleL', 'Romain Faivre', 'Karl Toko Ekambi', 'Lucas Paquetá', 'Moussa Dembélé', 'TetêL', 'Jeff Reine-Adélaïde', 'Jérôme Boateng', 'Léo Dubois', 'Julian Pollersbeck', 'Tino Kadewere', 'Houssem Aouar', 'Damien Da Silva', 'Henrique', 'Sinaly Diomande', 'Habib Keïta', 'Lenny Pintor', 'Bradley Barcola', 'Malcolm Barcola', 'Hugo Vogel', 'Titouan Thomas', 'Pape Cheikh Diop', 'Maxence Caqueret', 'Rayan Cherki']","['Opazo Koné', 'Cenk Amarjit.K']"
VfB Stuttgart,"April 21, 2022",SC Freiburg,74,74,73,20000000,Balanced,50,50,Balanced,70,6,3,3,Endo,Sosa,Sosa,Sosa,Sosa,Sosa,"['Florian Müller', 'Pascal Stenzel', 'Konstantinos MavropanosL', 'Waldemar Anton', 'Borna Sosa', 'Atakan Karazor', 'Wataru Endo', 'Chris Führich', 'Tiago TomásL', 'Saša Kalajdžić', 'Omar MarmoushL', 'Philipp Förster', 'Tanguy Coulibaly', 'Roberto Massimo', 'Hiroki Ito', 'Fabian Bredlow', 'Mateo Klimowicz', 'Orel Mangala', 'Enzo Millot', 'Naouirou Ahamada', 'Silas', 'Wahid Faghir', 'Lilian Egloff', 'Jordan Meyer', 'Clinton Mola', 'Nikolas Nartey', 'Mohamed Sankoh', 'Erik Thommy', 'Foulkes Beyaz', 'Daniel Didavi']","['Pablo Maffeo', 'Philipp Klement', 'Darko Churlinov', 'Maxime Awoudja', 'Antonis Aidonis', 'Momo Cissé', 'Alou Kuol']"
Real Madrid,"April 25, 2022",FC Barcelona,85,86,83,150000000,Balanced,50,70,Possession,50,6,3,3,Benzema,Alaba,Alaba,Benzema,Alaba,Alaba,"['Thibaut Courtois', 'Lucas Vázquez', 'Lee Ji Sol', 'David Alaba', 'Ferland Mendy', 'Casemiro', 'Luka Modrić', 'Toni Kroos', 'Karim Benzema', 'Marco Asensio', 'Vinícius Jr.', 'Federico Valverde', 'Eduardo Camavinga', 'Carvajal', 'Nacho Fernández', 'Andriy Lunin', 'Eden Hazard', 'Rodrygo', 'Marcelo', 'Gareth Bale', 'Isco', 'Luka Jović', 'Dani Ceballos', 'Mariano', 'Vallejo', 'Blanco', 'Marvin', 'Miguel', 'Arribas', 'Takuhiro Nakai', 'Luis López']","['Odriozola', 'Brahim', 'Takefusa Kubo', 'Borja Mayoral', 'Víctor Chust García', 'Reinier', 'Altube']"
Leeds United,"April 25, 2022",Huddersfield Town,77,78,75,32500000,Press After Possession Loss,60,60,Possession,50,4,3,3,Cooper,Raphinha,Raphinha,Raphinha,Dallas,Raphinha,"['Illan Meslier', 'Luke Ayling', 'Diego Llorente', 'Liam Cooper', 'Stuart Dallas', 'Mateusz Klich', 'Robin Koch', 'Raphinha', 'Jack Harrison', 'Rodrigo', 'Daniel James', 'Joe Gelhardt', 'Adam Forshaw', 'Crysencio Summerville', 'Pascal Struijk', 'Kristoffer Klaesson', 'Kalvin Phillips', 'Tyler Roberts', 'Leo Hjelde', 'Jack Jenkins', 'Lewis Bate', 'Junior Firpo', 'Patrick Bamford', 'Jamie Shackleton', 'Charlie Cresswell', 'Sam Greenwood', 'Amari Miller', 'Dani Forino']","['Hélder Costa', 'Francisco Casilla Cortés', 'Ian Poveda', 'Cody Drameh', 'Mateusz Bogusz', 'Laurens De Bock', 'Leif Davis', 'Alfie McCalmont', 'Ryan Edmondson']"
Brighton & Hove Albion,"April 21, 2022",Crystal Palace,77,75,76,28000000,Balanced,60,50,Balanced,70,4,3,3,Dunk,Moder,Moder,Maupay,Moder,Moder,"['Robert Sanchéz', 'Joël Veltman', 'Adam Webster', 'Lewis Dunk', 'Cucurella', 'Pascal Groß', 'Jakub Moder', 'Tariq Lamptey', 'Leandro Trossard', 'Alexis Mac Allister', 'Neal Maupay', 'Danny Welbeck', 'Adam Lallana', 'Steven Alzate', 'Shane Duffy', 'Jason Steele', 'Enock Mwepu', 'Solly March', 'Jeremy Sarmiento', 'Evan Ferguson', 'James Furlong', 'Haydon Roberts', 'Marc Leonard', 'Tudor Băluță', 'Andrew Moran', 'Tom McGill', 'Danilo Barbosa Emmerson', 'Ed Turns', 'Moisés Caicedo', 'Ulrick Eneme-Ella', 'Mukiibi Bissouma']","['Deniz Undav', 'Kaoru Mitoma', 'Matt Clarke', 'Florin Andone', 'Jan Paul Awua', 'Abdallah Sima', 'Leo Dwomoh', 'Aaron Connolly', 'Kacper Kozłowski', 'Reda Khadra', 'Alex Cochrane', 'Kjell Scherpen']"
Stade Brestois 29,"April 25, 2022",En Avant Guingamp,71,73,73,6500000,Pressure On Heavy Touch,60,50,Balanced,70,7,3,3,Chardonnet,Honorat,Honorat,Honorat,Honorat,Honorat,"['Marco Bizot', 'Ronaël Pierre-GabrielL', 'Brendan Chardonnet', 'Christophe Hérelle', 'Jean-Kévin Duverne', 'Haris Belkebla', 'Romain Del Castillo', 'Franck Honorat', 'Hugo Magnetti', 'Jere Uronen', 'Lilian Brassier', 'Gautier Larsonneur', 'Steve Mounié', 'Jérémy Le Douaron', 'Julien Faussurier', 'Irvin Cardona', ""Hianga'a Mbock"", 'Denys Bain', 'Rafiki Saïd', 'Sébastien Cibois', 'Grégoire Coudert', 'Noé Sow']",['Romain Philippoteaux']
Empoli,"April 11, 2022",Fiorentina,73,71,69,4500000,Press After Possession Loss,40,70,Balanced,50,7,3,3,Romagnoli,Bajrami,Henderson,Pinamonti,Bajrami,Bajrami,"['Guglielmo VicarioL', 'Petar StojanovićL', 'Mattia Viti', 'Simone Romagnoli', 'Fabiano Parisi', 'Szymon Alan B.L', 'Kristjan Asllani', 'Liam Henderson', 'Nedim Bajrami', 'Federico Di Francesco', 'Andrea PinamontiL', 'Andrea La Mantia', 'Valerio VerreL', 'Marco BenassiL', 'Filippo Bandinelli', 'Patrick CutroneL', 'Ardian Ismajli', 'Riccardo FiamozziL', 'Lorenzo Tonelli', 'Leo H. Rojas', 'Jacopo Furlan', 'Riccardo MarchizzaL', 'Sebastiano LupertoL', 'Nicolas HaasL', 'Iwo KaczmarskiL', 'Liberato CacaceL']",['Samuele Ricci']
Brighton & Hove Albion,"April 25, 2022",Crystal Palace,77,75,76,28000000,Balanced,60,50,Balanced,70,4,3,3,Dunk,Moder,Moder,Maupay,Moder,Moder,"['Robert Sanchéz', 'Joël Veltman', 'Adam Webster', 'Lewis Dunk', 'Cucurella', 'Pascal Groß', 'Jakub Moder', 'Tariq Lamptey', 'Leandro Trossard', 'Alexis Mac Allister', 'Neal Maupay', 'Danny Welbeck', 'Adam Lallana', 'Steven Alzate', 'Shane Duffy', 'Jason Steele', 'Enock Mwepu', 'Solly March', 'Jeremy Sarmiento', 'Evan Ferguson', 'James Furlong', 'Haydon Roberts', 'Marc Leonard', 'Tudor Băluță', 'Andrew Moran', 'Tom McGill', 'Danilo Barbosa Emmerson', 'Ed Turns', 'Moisés Caicedo', 'Ulrick Eneme-Ella', 'Mukiibi Bissouma']","['Deniz Undav', 'Kaoru Mitoma', 'Matt Clarke', 'Florin Andone', 'Jan Paul Awua', 'Abdallah Sima', 'Leo Dwomoh', 'Aaron Connolly', 'Kacper Kozłowski', 'Reda Khadra', 'Alex Cochrane', 'Kjell Scherpen']"
VfL Bochum,"April 11, 2022",FC Schalke 04,70,72,72,3300000,Balanced,40,60,Balanced,70,5,3,3,Losilla,Löwen,Löwen,Polter,Löwen,Löwen,"['Manuel Riemann', 'Cristian Gamboa', 'Armel Bella Kotchap', 'Maxim Leitsch', 'Danilo', 'Anthony Losilla', 'Takuma Asano', 'Elvis RexhbeçajL', 'Eduard LöwenL', 'Gerrit Holtmann', 'Sebastian Polter', 'Robert Tesche', 'Miloš Pantović', 'Konstantinos StafylidisL', 'Erhan Mašović', 'Michael Esser', 'Jürgen Locadia', 'Christopher Antwi-Adjei', 'Patrick Osterhage', 'Saulo Decarli', 'Danny Blum', 'Vassilios Lampropoulos', 'Herbert Bockhorn', 'Simon Tomczyk', 'Tarsis Bonga', 'Tom Weilandt', 'Tjark Ernst', 'Paul Grave', 'Luis Hartwig']",['Silvère Ganvoula']
TSG 1899 Hoffenheim,"April 11, 2022",VfB Stuttgart,77,77,76,28000000,Balanced,50,50,Balanced,60,8,3,3,Baumann,Kramarić,Raum,Kramarić,Geiger,Raum,"['Oliver Baumann', 'Kevin Akpoguma', 'Stefan Posch', 'Florian Grillitsch', 'Kevin Vogt', 'David Raum', 'Christoph Baumgartner', 'Dennis Geiger', 'Andrej Kramarić', 'Ihlas Bebou', 'Munas Dabbur', 'Diadié Samassékou', 'Angelo Stiller', 'Pavel Kadeřábek', 'Chris RichardsL', 'Philipp Pentke', 'Georginio Rutter', 'Jacob Bruun Larsen', 'Robert Skov', 'Fisnik Asllani', 'Håvard Nordtveit', 'Kasim Adams Nuhu', 'Sebastian Rudy', 'Justin CheL', 'Noah König', 'Marco John', 'Luca Philipp', 'Ermin Bičakčić', 'Benjamin Hübner', 'Nahuel Noll']","['Sargis Adamyan', 'Konstantinos Stafylidis', 'Klauss', 'David Otto', 'Maximilian Beier', 'Melayro Bogarde', 'Ilay Elmkies']"
1. FSV Mainz 05,"April 11, 2022",Eintracht Frankfurt,74,74,75,9000000,Pressure On Heavy Touch,50,60,Long Ball,60,3,3,3,Niakhaté,Widmer,Widmer,Niakhaté,Aarón,Aarón,"['Robin Lúcio Corteijo', 'Silvan Widmer', 'Alexander Hack', 'Stefan Bell', 'Moussa Niakhaté', 'Aarón', 'Leandro Barreiro Martins', 'Anton Stach', 'Lee Jae Sung', 'Jonathan Burkardt', 'Karim Onisiwo', 'Dominik KohrL', 'Paul Nebel', 'Daniel Brosinski', 'David Nemeth', 'Finn Dahmen', 'Marcus IngvartsenL', 'Jean-Paul Boëtius', 'Anderson Lucoqui', 'Jeremiah St. Juste', 'Niklas Tauer', 'Kevin Stöger', 'Delano BurgzorgL', 'Merveille Papela', 'Lasse Rieß', 'Omer Hanin']","['Ronaël Pierre-Gabriel', 'Luca Kilian', 'Edimilson Fernandes', 'Dimitri Lavalée', 'Jonathan Meier', 'Marlon Suliman Mustapha']"
Hertha BSC,"April 25, 2022",1. FC Union Berlin,76,75,74,60000000,Balanced,50,40,Balanced,50,4,3,3,Boyata,Plattenhardt,Plattenhardt,Belfodil,Darida,Plattenhardt,"['Alexander Schwolow', 'Peter Pekarík', 'Dedryck Boyata', 'Marc-Oliver Kempf', 'Marvin Plattenhardt', 'Niklas Stark', 'Vladimír Darida', 'Lucas Tousart', 'Santiago Ascacíbar', 'Suat Serdar', 'Ishak Belfodil', 'Stevan Jovetić', 'Marco Richter', 'Maximilian Mittelstädt', 'Fredrik Andre Bjørkan', 'Rune Almenning Jarstein', 'Davie Selke', 'Kevin-Prince Boateng', 'Lee Dong Jun', 'Myziane Maolida', 'Oliver Christensen', 'Jurgen Ekkelenkamp', 'Lukas Klünter', 'Márton Dárdai', 'Nils Körber', 'Ruwen Werthmüller', 'Jonas Michelbrink', 'Anton Kade', 'Kélian Nsona']","['Omar Alderete', 'Arne Maier', 'Krzysztof Piątek', 'Dodi Lukébakio', 'Jordan Torunarigha', 'Deyovaisio E. Caicedo', 'Javairô Dilrosun', 'Eduard Löwen', 'Jessic Ngankam', 'Daishawn Redan']"
Wolverhampton Wanderers,"April 11, 2022",West Bromwich Albion,79,80,78,45000000,Balanced,60,50,Balanced,60,3,3,3,Coady,João Moutinho,João Moutinho,Jiménez,João Moutinho,João Moutinho,"['José Sá', 'Jonny', 'Max Kilman', 'Conor Coady', 'Romain Saïss', 'Rayan Aït Nouri', 'Leander Dendoncker', 'João Moutinho', 'Daniel Podence', 'Raúl Jiménez', 'Hwang Hee ChanL', 'Pedro Neto', 'TrincãoL', 'Marçal', 'John Ruddy', 'Fábio Silva', 'Willy Boly', 'Chiquinho', 'Ki-Jana Hoever', 'Rúben Neves', 'Nélson Semedo', 'Onur Bulut Mosquera', 'Chem Campbell', 'Luke Cundle', 'Conor Carty', 'Meritan Shabani', 'Hugo Bueno', 'Joe Hodge', 'Matija Árabe', 'Taylor Perry']","['Adama Traoré', 'Rúben Vinagre', 'Morgan Gibbs-White', 'Patrick Cutrone', 'Ryan Giles', 'Hayao Kawabe', 'Léo Bonatini', 'Connor Ronan', 'Dion Sanderson', 'Bendegúz Bolla', 'Renat Dadashov', 'Leonardo Campana']"
